metric_id,hub_id,hub_name,hub_type,division,district,region,date,opening_stock,received_quantity,administered_quantity,wasted_quantity,closing_stock,wastage_rate,utilization_rate,footfall,appointment_count,walk_in_count,temperature_avg,humidity_avg,power_outage_hours,day_of_week,is_holiday,weather_condition
1bc3415c,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-06,3111,181,289,42,2961,12.69,99.31,308,229,103,28.3,66.8,0.0,Tuesday,False,Rainy
bc9bc665,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-07,2961,0,79,9,2873,10.23,27.15,96,55,31,26.2,86.8,0.0,Wednesday,False,Extreme_Heat
d7359f7a,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-08,2873,0,22,11,2840,33.33,7.56,20,15,4,29.9,77.6,0.0,Thursday,False,Rainy
f0f5a788,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-09,2840,0,291,31,2518,9.63,100.0,284,219,108,25.1,76.0,0.0,Friday,False,Rainy
97016166,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-10,2518,0,6,0,2512,0.0,2.06,-3,3,1,30.8,68.4,0.0,Saturday,True,Monsoon
751d0f98,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-11,2512,0,21,9,2482,30.0,7.22,34,12,6,25.1,82.2,0.0,Sunday,True,Rainy
7f0e5b73,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-12,2482,0,12,0,2470,0.0,4.12,4,8,3,30.4,66.1,0.0,Monday,False,Clear
13425ff4,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-13,2470,0,232,36,2202,13.43,79.73,238,177,71,31.9,88.6,0.0,Tuesday,False,Rainy
6ee3a77b,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-14,2202,0,205,25,1972,10.87,70.45,219,153,53,30.1,73.2,0.0,Wednesday,False,Clear
dcd97ab9,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-15,1972,861,196,20,2617,9.26,67.35,197,150,61,33.0,71.2,0.0,Thursday,False,Rainy
4ccebea9,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-16,2617,0,184,29,2404,13.62,63.23,191,115,43,28.9,61.8,0.0,Friday,False,Clear
698b8c1b,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-17,2404,83,221,41,2225,15.65,75.95,234,175,76,30.4,76.8,0.0,Saturday,True,Clear
ff1d1ed8,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-18,2225,188,75,16,2322,17.58,25.77,66,47,20,34.9,74.7,0.0,Sunday,True,Rainy
251bdfb2,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-19,2322,0,274,32,2016,10.46,94.16,266,176,76,33.6,61.9,1.4,Monday,False,Clear
2b83a60c,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-20,2016,0,184,30,1802,14.02,63.23,178,146,38,27.2,75.6,3.6,Tuesday,False,Clear
9d825dcb,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-21,1802,0,223,25,1554,10.08,76.63,216,149,60,32.0,89.0,0.0,Wednesday,False,Clear
b5ca09ed,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-22,1554,0,76,4,1474,5.0,26.12,79,50,24,26.1,83.3,0.0,Thursday,False,Rainy
1c23cc39,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-23,1474,0,193,33,1248,14.6,66.32,206,133,41,28.0,64.3,0.4,Friday,False,Rainy
51c0b82b,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-24,1248,0,286,56,906,16.37,98.28,292,210,98,34.6,84.3,0.0,Saturday,True,Extreme_Heat
3c1f88cf,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-25,906,0,190,41,675,17.75,65.29,198,149,64,31.2,71.2,0.3,Sunday,True,Rainy
4b93c77e,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-26,675,0,142,12,521,7.79,48.8,143,108,48,31.5,79.4,0.0,Monday,False,Monsoon
bb918d2a,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-27,521,365,154,21,711,12.0,52.92,170,97,58,31.8,75.2,0.0,Tuesday,False,Monsoon
ffb9822d,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-28,711,0,237,39,435,14.13,81.44,250,169,48,30.7,81.6,0.0,Wednesday,False,Monsoon
546bff52,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-29,435,0,189,29,217,13.3,64.95,186,143,49,28.4,78.9,0.0,Thursday,False,Extreme_Heat
ae5c77e7,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-30,217,991,250,36,922,12.59,85.91,266,179,51,34.6,88.4,0.0,Friday,False,Clear
f45e3697,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-08-31,922,0,283,53,586,15.77,97.25,293,176,88,29.7,89.2,0.0,Saturday,True,Extreme_Heat
2aefd67a,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-01,586,604,165,35,990,17.5,56.7,167,116,63,28.4,84.4,1.2,Sunday,True,Clear
61b97435,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-02,990,0,14,0,976,0.0,4.81,8,11,4,34.3,61.4,0.0,Monday,False,Extreme_Heat
59f5644b,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-03,976,0,135,21,820,13.46,46.39,131,102,47,26.6,85.9,2.1,Tuesday,False,Clear
d6ec1ffd,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-04,820,158,152,19,807,11.11,52.23,156,109,56,31.6,82.7,3.8,Wednesday,False,Monsoon
cfc56688,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-05,807,834,64,10,1567,13.51,21.99,74,49,19,28.7,64.3,0.0,Thursday,False,Monsoon
149b005f,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-06,1567,0,283,36,1248,11.29,97.25,285,215,95,25.1,61.9,3.6,Friday,False,Monsoon
714ec86b,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-07,1248,566,5,0,1809,0.0,1.72,10,3,1,27.9,70.6,0.0,Saturday,True,Rainy
7cf9613c,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-08,1809,0,97,17,1695,14.91,33.33,115,76,30,27.1,77.9,0.0,Sunday,True,Rainy
6e2c4c7a,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-09,1695,0,198,25,1472,11.21,68.04,189,134,52,32.2,61.8,0.0,Monday,False,Extreme_Heat
c6a9bde2,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-10,1472,0,161,23,1288,12.5,55.33,170,113,62,31.3,70.8,0.0,Tuesday,False,Monsoon
70aabc43,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-11,1288,0,290,36,962,11.04,99.66,280,220,81,33.6,63.0,0.0,Wednesday,False,Rainy
040a3208,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-12,962,581,234,27,1282,10.34,80.41,252,142,72,28.9,60.6,0.0,Thursday,False,Extreme_Heat
79511ea8,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-13,1282,0,76,10,1196,11.63,26.12,76,57,15,33.7,84.7,0.0,Friday,False,Monsoon
00be1d46,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-14,1196,0,251,50,895,16.61,86.25,268,171,62,25.4,62.3,0.0,Saturday,True,Monsoon
39826765,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-15,895,0,166,36,693,17.82,57.04,175,127,49,32.0,64.3,0.0,Sunday,True,Rainy
5cd04fe6,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-16,693,0,91,19,583,17.27,31.27,85,69,19,26.3,71.8,0.0,Monday,False,Clear
75e6f6c5,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-17,583,0,144,18,421,11.11,49.48,143,111,29,33.6,78.6,0.0,Tuesday,False,Monsoon
7acdcbbb,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-18,421,0,120,16,285,11.76,41.24,114,95,29,29.5,63.9,0.0,Wednesday,False,Extreme_Heat
08bfb687,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-19,285,0,95,8,182,7.77,32.65,91,62,22,30.6,73.1,0.0,Thursday,False,Rainy
746b964e,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-20,182,0,113,24,45,17.52,38.83,110,69,23,33.0,79.5,0.0,Friday,False,Rainy
e984d360,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-21,45,959,101,21,882,17.21,34.71,103,65,25,26.3,79.5,0.0,Saturday,True,Rainy
0670e1b5,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-22,882,713,111,18,1466,13.95,38.14,102,77,35,28.6,73.3,0.0,Sunday,True,Clear
82b8d176,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-23,1466,0,37,11,1418,22.92,12.71,55,25,14,29.5,76.6,1.7,Monday,False,Extreme_Heat
3c980283,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-24,1418,186,57,13,1534,18.57,19.59,49,42,21,27.1,79.8,0.0,Tuesday,False,Rainy
6cb6603f,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-25,1534,0,17,3,1514,15.0,5.84,28,12,3,29.7,84.0,0.6,Wednesday,False,Clear
beb9dfdf,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-26,1514,0,25,6,1483,19.35,8.59,41,19,5,25.8,66.6,2.3,Thursday,False,Clear
596ccdd9,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-27,1483,0,221,33,1229,12.99,75.95,217,151,46,26.0,61.3,0.0,Friday,False,Rainy
290f9175,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-28,1229,0,115,23,1091,16.67,39.52,128,91,30,25.9,84.4,0.0,Saturday,True,Rainy
98c3e556,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-29,1091,989,8,11,2061,57.89,2.75,25,5,2,26.6,87.7,0.0,Sunday,True,Rainy
9d9dd65d,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-09-30,2061,0,216,36,1809,14.29,74.23,213,141,67,30.0,76.6,2.6,Monday,False,Clear
fbdc8954,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-01,1809,0,81,5,1723,5.81,27.84,85,62,26,31.3,71.5,0.0,Tuesday,False,Extreme_Heat
1844a81d,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-02,1723,962,237,34,2414,12.55,81.44,231,143,55,34.9,85.7,0.0,Wednesday,False,Extreme_Heat
dfc4872e,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-03,2414,0,149,27,2238,15.34,51.2,147,108,55,32.2,83.9,0.0,Thursday,False,Extreme_Heat
71b1b490,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-04,2238,0,215,26,1997,10.79,73.88,225,158,45,29.8,78.5,0.0,Friday,False,Extreme_Heat
8323612d,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-05,1997,0,198,32,1767,13.91,68.04,189,143,71,31.3,61.9,0.0,Saturday,True,Rainy
5710d7b5,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-06,1767,0,29,2,1736,6.45,9.97,31,18,9,26.6,60.1,2.3,Sunday,True,Extreme_Heat
922c3abf,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-07,1736,305,234,26,1781,10.0,80.41,235,162,91,32.7,68.4,0.0,Monday,False,Clear
9966cc44,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-08,1781,122,98,21,1784,17.65,33.68,109,66,30,32.1,84.2,0.0,Tuesday,False,Extreme_Heat
d9d6723a,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-09,1784,735,290,45,2184,13.43,99.66,310,192,60,30.5,82.5,0.0,Wednesday,False,Rainy
fb374eb9,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-10,2184,0,288,41,1855,12.46,98.97,296,223,112,31.4,69.9,0.0,Thursday,False,Monsoon
48180477,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-11,1855,0,139,13,1703,8.55,47.77,145,89,45,32.2,69.0,0.0,Friday,False,Rainy
5bc320bf,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-12,1703,0,172,33,1498,16.1,59.11,171,120,68,29.8,85.5,2.4,Saturday,True,Clear
aea2e324,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-13,1498,0,232,49,1217,17.44,79.73,235,176,76,28.2,63.5,0.0,Sunday,True,Extreme_Heat
f7486e14,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-14,1217,0,54,5,1158,8.47,18.56,73,34,21,25.6,61.4,0.0,Monday,False,Rainy
c188e065,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-15,1158,0,21,10,1127,32.26,7.22,20,14,4,33.6,77.7,0.0,Tuesday,False,Monsoon
9d77bb2a,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-16,1127,0,139,23,965,14.2,47.77,158,87,43,25.7,83.4,0.0,Wednesday,False,Monsoon
7f4e68c7,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-17,965,322,198,32,1057,13.91,68.04,213,136,58,30.5,83.6,3.6,Thursday,False,Monsoon
a9df0ead,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-18,1057,788,240,40,1565,14.29,82.47,230,144,93,34.3,77.3,0.0,Friday,False,Clear
a52dff59,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-19,1565,0,96,26,1443,21.31,32.99,112,62,19,26.7,87.0,0.0,Saturday,True,Rainy
0dc6f9a0,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-20,1443,276,183,42,1494,18.67,62.89,193,121,59,30.3,62.8,0.0,Sunday,True,Clear
e8e70a3d,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-21,1494,147,126,10,1505,7.35,43.3,139,82,27,27.8,67.8,1.8,Monday,False,Clear
2740f005,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-22,1505,704,30,7,2172,18.92,10.31,36,21,10,26.4,60.7,0.0,Tuesday,False,Clear
72981592,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-23,2172,0,50,3,2119,5.66,17.18,58,34,14,29.9,88.2,0.0,Wednesday,False,Monsoon
f66e49da,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-24,2119,0,149,16,1954,9.7,51.2,160,105,44,33.9,86.8,0.0,Thursday,False,Clear
daace838,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-25,1954,699,101,15,2537,12.93,34.71,105,62,32,26.6,63.8,0.0,Friday,False,Monsoon
10b679ec,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-26,2537,0,70,15,2452,17.65,24.05,62,46,14,30.6,85.1,2.3,Saturday,True,Rainy
29eef128,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-27,2452,0,114,30,2308,20.83,39.18,113,68,28,34.3,80.4,0.0,Sunday,True,Clear
c4c6b645,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-28,2308,0,194,34,2080,14.91,66.67,194,118,43,34.5,62.7,0.0,Monday,False,Rainy
a2142d60,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-29,2080,90,99,8,2063,7.48,34.02,92,70,28,26.1,79.4,0.0,Tuesday,False,Rainy
7cf9e2ed,HUB_009,Kushtia Upazila_Health_Complex 9,Upazila_Health_Complex,Khulna,Kushtia,West,2024-10-30,2063,0,238,35,1790,12.82,81.79,256,175,78,27.8,71.7,1.5,Wednesday,False,Extreme_Heat
2336c8dd,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-01,2634,0,192,40,2402,17.24,30.92,203,137,47,26.4,65.6,2.6,Thursday,False,Monsoon
120e034e,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-02,2402,0,172,31,2199,15.27,27.7,190,104,42,32.3,75.3,3.9,Friday,False,Monsoon
aaa8f231,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-03,2199,0,406,95,1698,18.96,65.38,420,252,82,31.9,62.7,1.0,Saturday,True,Monsoon
77c650ab,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-04,1698,0,490,116,1092,19.14,78.9,497,317,150,27.4,65.0,2.6,Sunday,True,Rainy
39851d55,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-05,1092,0,180,31,881,14.69,28.99,175,138,58,30.6,83.2,0.0,Monday,False,Extreme_Heat
590066da,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-06,881,0,444,79,358,15.11,71.5,452,293,98,33.3,80.1,0.0,Tuesday,False,Rainy
2732f5cc,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-07,358,0,356,2,0,0.56,57.33,349,240,115,27.3,73.4,0.0,Wednesday,False,Extreme_Heat
657b18bd,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-08,0,296,186,40,70,17.7,29.95,176,134,46,33.6,85.4,0.0,Thursday,False,Monsoon
9fbbc827,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-09,70,0,2,10,58,83.33,0.32,-2,1,0,29.9,72.2,0.0,Friday,False,Clear
6a47fa36,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-10,58,335,291,66,36,18.49,46.86,302,220,98,29.5,60.4,0.0,Saturday,True,Extreme_Heat
6d51931a,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-11,36,0,36,0,0,0.0,5.8,34,24,10,34.8,83.5,0.0,Sunday,True,Rainy
95548123,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-12,0,291,78,22,191,22.0,12.56,85,48,30,26.7,66.4,0.1,Monday,False,Monsoon
105860b9,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-13,191,910,121,26,954,17.69,19.48,124,89,45,26.0,78.9,2.4,Tuesday,False,Clear
8b6a7399,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-14,954,0,405,69,480,14.56,65.22,397,245,129,31.5,80.9,2.4,Wednesday,False,Extreme_Heat
c1c8b3c5,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-15,480,68,463,70,15,13.13,74.56,474,317,164,27.6,60.1,0.0,Thursday,False,Rainy
7da08462,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-16,15,0,7,8,0,53.33,1.13,1,4,2,26.0,88.8,0.0,Friday,False,Extreme_Heat
d647c0e6,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-17,0,558,55,14,489,20.29,8.86,54,43,14,26.1,66.5,0.0,Saturday,True,Clear
5b750108,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-18,489,453,215,58,669,21.25,34.62,224,142,56,34.3,64.0,0.0,Sunday,True,Rainy
1b8b523c,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-19,669,968,352,65,1220,15.59,56.68,345,245,119,26.4,60.2,0.0,Monday,False,Extreme_Heat
a2998f2a,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-20,1220,0,26,8,1186,23.53,4.19,45,18,7,34.0,83.6,0.0,Tuesday,False,Extreme_Heat
83673227,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-21,1186,0,133,30,1023,18.4,21.42,123,97,39,26.6,66.1,3.6,Wednesday,False,Clear
e72f6253,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-22,1023,0,237,39,747,14.13,38.16,227,171,54,32.3,77.8,0.0,Thursday,False,Rainy
a67005f8,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-23,747,685,470,83,879,15.01,75.68,461,369,150,31.9,72.7,0.0,Friday,False,Clear
cec106f1,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-24,879,0,533,126,220,19.12,85.83,536,419,154,28.9,88.6,3.2,Saturday,True,Rainy
1ac1bd74,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-25,220,10,124,33,73,21.02,19.97,117,79,40,32.0,86.5,0.0,Sunday,True,Clear
ef3c6e96,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-26,73,0,42,5,26,10.64,6.76,49,27,12,31.0,69.6,1.5,Monday,False,Clear
dab6f0cf,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-27,26,0,23,3,0,11.54,3.7,30,17,5,25.9,89.5,0.5,Tuesday,False,Extreme_Heat
1d2f9858,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-28,0,521,285,52,184,15.43,45.89,288,172,91,26.7,67.0,0.0,Wednesday,False,Rainy
a0957be7,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-29,184,0,36,2,146,5.26,5.8,33,26,10,32.8,68.4,3.3,Thursday,False,Rainy
57e4ef2b,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-30,146,0,19,0,127,0.0,3.06,20,13,7,33.2,89.9,0.0,Friday,False,Extreme_Heat
9f19ffae,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-08-31,127,0,92,25,10,21.37,14.81,96,64,19,34.1,67.4,0.0,Saturday,True,Rainy
313bcfcc,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-09-01,10,434,331,79,34,19.27,53.3,321,218,94,30.9,81.2,0.0,Sunday,True,Rainy
2f4bbc9b,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-09-02,34,0,30,0,4,0.0,4.83,44,18,9,28.1,77.3,4.0,Monday,False,Extreme_Heat
64803538,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-09-03,4,730,566,87,81,13.32,91.14,574,351,204,25.4,63.7,1.2,Tuesday,False,Clear
cf48a617,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-09-04,81,0,68,12,1,15.0,10.95,59,49,15,27.6,85.2,2.9,Wednesday,False,Rainy
3fa87153,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-09-05,1,0,1,0,0,0.0,0.16,5,0,0,30.1,77.2,0.0,Thursday,False,Clear
b4732e7b,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-09-06,0,0,0,0,0,0.0,0.0,14,0,0,31.7,76.9,0.0,Friday,False,Clear
84def6e5,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-09-07,0,0,0,0,0,0.0,0.0,13,0,0,34.7,85.7,0.0,Saturday,True,Clear
d72cc6af,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-09-08,0,0,0,0,0,0.0,0.0,17,0,0,29.2,61.5,2.6,Sunday,True,Rainy
271f27dd,HUB_010,Dhaka District_Center 10,District_Center,Dhaka,Dhaka,West,2024-09-09,0,0,0,0,0,0.0,0.0,-3,0,0,32.2,76.7,0.0,Monday,False,Clear
